,text,label
2327,Read rivalry Geno 's Pat 's My friend I starving like couple hungry flies 'flew shop BRIGHTEST lights Geno 's Oh looked like Vegas Ordering wa like assembly line ordered steak whiz one queue cheese fry drink another queue The steak wa alright I think relish certainly made better The food wa pretty cold though Not sure whether I blame preparation simply colder weather eating sandwich I 'm guessing sandwich ca n't get THAT cold minute getting eating I see place overrated hungry fly time steak albeit cold wa good enough,1
2328,If I could change last name Cheesesteak I would That said I wa expecting Geno 's better Maybe 's hype Really raise expectations I like Geno 's enough though super finely sliced steak n't quite satisfying I guess I like substantial steak Not chunky hearty something n't disintegrate mouth weight cheese onion bread I 'd say Steaks South favorite,1
2329,This place overrated What disappointment Luckily I started evening right real cheese steak across street Pat 's getting one The problem I Geno 's version meat-to-bread ratio way whack Seriously lacking meat actually Someone tell Geno 's called cheese steak cheese bread Also luckily I ended evening one half Jim 's cheese steak surprisingly ended favorite trio,1
2330,Seriously hype The cheesesteaks average best regular bread regular meat cheese taste like processed nacho cheese On top guy counter SO RUDE We sat near window guest ordering probably saw/heard transactions From transactions I gathered following He 's racist NOT nice Asians even speak English PERFECTLY There handful sign say `` This America Speak English '' We asked score wa Eagles game game wa playing TV right behind said `` I see cheesesteaks I n't tell people score '' minute later Caucasian guy asked questions told score He also give pens/souveniers Asian people He 's rude One guy asked mushroom cheesesteak said n't mushrooms The guest paused seconds guy go `` want yes make decision come come '' There wa NO ONE behind guest waiting order ... I n't know wa hurry I 'll never go back,1
2331,I 'm basically writing review Pat 's I Geno 's 're basically restaurant Only photo different What 's I wa fairly unimpressed either place I wa introduced Pat 's Geno 's Rick Sebak 's PBS documentary Sandwiches That You Will Like Well cheesesteak two place I ca n't really say I liked I `` provolone wit '' i.e. cheesesteak sandwich provolone cheese grilled onions The bread wa stale cheese melted Frankly I 've better cheesesteaks mall Albuquerque seriously For better cheesesteak Philly area try Dalessandro 's Or skip cheesesteak get fantastic hoagie Primo 's .... Maybe I 've whiz Of Rick Sebak documented sandwiches Pat 's Geno 's disappointment yet Still institution right I 'm glad I came -- I say I 've Oh prepared ridiculously long line long walk find parking There indoor seating Tables outside find free table Also I n't mean criticism 're area may perceive employees manner rude It really n't It 's part South Philly 'tude Just roll wit One thing I take issue place gall refer French fry `` freedom fries '' Please I really without kind xenophobic nationalism Please keep politics dinner plate I wo n't back,1
2332,My Aunt moving AZ wanted get Geno 's one last time We waited line minutes sandwich Cash shady ATM across street We bought multiple steak taking home could n't get bag My car seat ha grease There picture owner Joey Sarah Palin outfit I could describe Alaskan flannel sarong My steak provolone wit tasted good I wo n't go back unless I really good reason,1
2333,Which tourist trap better Eh Pat 's across street better And damn thing expensive,1
2334,You ca n't give haf star Yelp Because 's I want give Like everybody else America I 've hearing Philly cheesesteaks whole life So I go Philly summer course need one We arbitrarily pick Genos instead Pat 's hell Did know Boston kind sandwich call 'steak cheese And use real cheese ... dig I liked 'whiz It wa good But wa nothing special The meat came big pile already grilled shaved steak mushroom ordered It tasted little lukewarm The roll wa But time 's still big greasy sandwich I wa starving wa satisfying Mediocre satisfying And nice pickled hot pepper add made sandwich lot better Meh Geno 's If I go back Philly I feel sorta compelled try Pat 's see rival fact superior ... I bet,1
2335,Shame sucked tourist trap filled right-wing paraphanilia less I 'd heard mixed review place wa last stop catching flight home I decided whiz wit time around learning hard way ordering provolone another cheesesteak joint First CASH ONLY Second thing whopping apiece Whoa The bread wa really hard almost reminiscent pretzel bread sourdough Not I wa expecting Plus meat wa different Not chopped steak I believe wa ribeye meat Definitely first cheesesteak The onion n't cooked either boo All satisfying come close living hype I 've better tasting Denver Really,1
2336,cant say best sandwich town havent pats ill always say ... dont dis steak cheez whiz youve tried mocking sandwich like california hating burgers someone hears rope alongside one wall geno 's physically castrate force feed whiz give horrible sight,1
2337,Tempted give star cause able witness act human kindness n't get see often A couple spot u came n't enough money forget happened could'nt pay meal But couple right paid Wow like see city brotherly love hearing people getting thrown stand Eagle 's games ... Anyway realli neither min wait average cheesesteak Bleh It n't bad particularly noteworthy Was fun see people got food Pat 's accross street get yelled trying use ketchup dispenser,1
2338,I guess I 'm jerk fell right tourist trap without realizing My mom I trekked Philly without eating cheese steak thousand billion place every street -- time wanted one crossroads Geno 's Pat 's We picked Geno 's mooooostly table free Now I 'm crazy component cheesesteak served healthy dose right-wing lunacy taste even worse Ugh Totally unimpressed I never want see bumper sticker like one window This America Order ENGLISH At least I know go next time,1
2339,The hubby I walked two mile hotel taste infamous Geno 's cheesesteak He kid wanted relive experience Geno 's n't hard miss orange building neon lights The food delivery time wa quick I took bite sandwich wa completely flavorless All I could taste wa bread occassional hint provolone/grilled onions It wa also completely dry Try somewhere else,1
2340,I n't understand low ratings Their steak tasted awesome The meat bread tasted wayy better pats Though pat 's better selection topping go Philly steak All picture cool razzle dazzle light add experience I would come back,1
2341,Good cheese steak good price,1
2342,You know deal place I 'll keep short You try along Pat 's get right next I prefer provolone whiz good I like bread better le generous Pat 's meat,1
2343,Best Cheesesteak I ever Quick service Great staff Geno still work day week He wa took picture patrons Great stop,1
2344,Yes Geno 's tourist trap wait long line cheesesteak probably wo n't live expectations part tourist trap fun offer bit local flavor 's story I like Geno 's Obviously 're going place sell cheesesteaks variety cheese topping put 'd think people would know order Wrong While waiting line bold soul decided test water letting counter guy Geno 's know made mistake Here 's went Customer right I order `` Excuse um gave wrong sandwich I wanted provolone American Can I get another one Counter Guy You PAY another one Customer Cowering fear Okay okay okay i.e please n't kill take wallet credit card etc etc Good cheesesteaks Even better characters Plus picture owner Joey Vento celebrity funny sign make wait much bearable,1
2345,Despite living around corner Geno 's I almost never go I rarely hit Pat 's either occasionally post-bar I 'll need food options But cousin wa town wanted try famous one I found Geno 's mostly line wa shorter I honestly forgotten stingy Geno 's get meat I think sandwich slice steak I also usually get whiz tourist traps decided I saw pile pre-whizzed roll behind glass Sorry point whiz tourist trap lazy melt provolone american meat 's grill hot melted cheese get If ha time cool roll loses advantage reveals disgusting really .. So instead I got provolone accompanying river grease I picked picked At least roll wa decent I skipped fascist fries failed order english `` provo wit '' would please Mr. Webster I wa surprised find n't even sweet pepper available grill Basically unless town guest want try famous places skip better joint,1
2346,I ordered provolone You get cheez whiz american instead You n't ask onion cool `` kids '' know I come So dont want say something like `` provolone without '' Seriously though This cheesesteak great Served slightly chewy hoagie style role onion cheese delight Well worth 8.00 One size soda one size fries Be prepared wait go fast There precious tables people go across street lean fence No bathroom ambiance Just food frenzy,1
2347,Freedom Fries This America please speak English These many backwards slogan pasted facade However I forewent opinion ordered away I cheesesteak whiz Dull boring The bread bit thinner place wa actually favorite feature Other well balance sandwich Maybe le money Vegas light market research solid ingredients Oh yeah back Freedom Fries ..... Grow ... I would expect idiocy PA major city,1
2348,I 've Geno 's decided Geno's/Pat 's taste test So I got cheesesteak w/whiz onion whiz wit however say one Here 's get Geno 's soft bread hold 's content without dominating thin steak perfect amount right amount whiz great blended flavor cheesesteak Geno 's wins hands-down I people came conclusion It 's MY kind cheesesteak I 'd gladly drive get,1
2349,The steak wa ok .... little taste-less Its philly hype Pat 's ... hype Cheese fry good little filing Lil Sicily 's best philly cheese steak,1
2350,The best land No matter I go Geno 's still best Anywhere,1
2351,love people argue pat better genos vice versa place awful rat meat roll course taste good .... 4am youre eating `` wiz wit '' sound stupid part like dump ordering everything whacked `` UM UH UM I NEED UM UH I NEED A CHEESTEAK WITH UM UH THAT ORANGE CHEEZ STUFF '' tool behind counter fuming right .....,1
2352,Horrible ratings I love I n't love Geno 's I love fact people n't keen rightfully The line wa longer Pat 's They 're slower They take time Geno 's I n't mind guy handled steak money n't dirty I got whiz wit onion n't bad Still good Since steak Pat 's wa flavorless time I salt peppered steak Geno 's Geno 's give le meat sandwich sandwich similar On next window salavaged cheesesteak experience- beverages Geno 's serf BEST FOUNTAIN SODA ever It 's par filtered water IN N OUT I got coke wa perfect every way It wa cold cup n't frosted The carbonation right amount fizzies And sugar/water soda syrup ratio concoction wa spot I always taste soda first I 'm filling cup fast food joints If taste watered I pour choose another Geno 's soda excellent And perfect hottest day hell It wa guilty pleasure best sin I engaged afternoon Now I 've Pat 's Geno 's I 'll tell ha best cheesesteak The Cheesesteak Shop Berkeley CA University Ave. Those folk n't play around They even check 's see counterfeit I 'm going give Philly one chance redeem Jim 's I coming next time get ready And please chop steak 's way I like,1
2353,For place hype Geno 's cheese steak pretty bad especially price I 've couple time I one beef taste like marinated bucket fish If Geno 's might well go across street Pat 's,1
2354,Geno 's wa first stop cheesesteak eating frenzy I really ended eating frenzy got worse I like fact n't chop meat probably shear fact wa greasiest cheesesteak made delicious I mean cheese whiz grease= awesome saucy goodness The lame sign n't even take away goodness steaks,1
2355,Geno 's Steaks really great Pat 's wayyy better However sometimes Pat 's closed minute ha many people line go Geno 's There 's nothing nice Geno's- I keep going wasted eating cheese fries unfortunately body cheesesteaks The salt dumped cheese fry much Especially 're already dehydrated drinking night Sometimes neighbor working freak My friend Mark like Geno 's better Pat 's 's Geno 's He like Geno 's hot guy power wash sidewalk 3-5am I really stay away hours,1
2356,This place freaking tourist trap ... 's terrible cheesesteaks ... 's competitive w/Pat 's worst place Philly,1
2357,Do n't trust Las Vegas lights Do n't trust hype Do n't trust gruff `` order way '' attitude Do n't waste time trying knaw tough little Cheesteak They really outta chop meat bit tough little meat sandwich goopy cheese I better city far away Philly Sorry ca n't fall tourist trap Pats wa better also dissapointing,1
2358,overall place term Philly cheesesteak place The sandwich standard price 7-8 seating outside picnic table awning This mostly tourist attraction ton flashing neon light framed celebrity photo eating famed Geno 's cheesesteak There 's big debate Pats vs. Genos across street debate primarily among tourist native know better place good cheesesteak Props go Pats though invented cheesesteak around much longer It 's cheesesteaks bad 're actually quite good 's smaller le filled line much much longer If I remember correctly steak better Pats roll better Genos possibly vise versa really need go somewhere like Tony Lukes something much better money,1
2359,Though 's tourist spot I still highly recommend cheesesteaks It 's directly next Pat 's original cheesesteak Philly Very good cheesesteaks cheese fries The counter staff terribly patient 're bad As tip order cheesesteak cheez whiz preferred way onions 'd say `` one whiz wit '' Yes n't use `` h '' `` '' If n't want onions 's `` one whiz witout '',1
2360,I love/hate relationship Geno 's Love since I live street always seems like good idea late night snack Hate every reason Cheez whiz IS NOT FOOD stomach reminds everytime I succumb order cheese fry whiz wit Quite frankly make feel like shit Sure roll soft meat quality food never fails make feel disgusting The staff rude 's true everything else Geno 's downright offensive Blaring neon sign blink hour night loud patron 3am trash strewn block Gross If 're looking ultimate cheesesteak experience might find I think skipping better option Your stomach thank,1
2361,It wa Horrible We Pat's-Geno 's tasting Pat 's HANDS DOWN It wa even close see review Pat 's The sandwich wa even par something 4th rate deli store Bread- COLD chewy Steak- COLD tasteless Provolone Cheese- COLD melted I n't think Cheez Whiz could saved We also ordered Cheese Fries Coke gave u WRONG order refused changed Who mess CHEESE Fries They gave u plain fry wa tastiest thing place guess The sandwich wa even worth let alone Nasty All neon light world ca n't save sandwich,1
2362,I liked I 've better Now friend tell I 'm sensitive come racial issues And may well true But I still like sign say `` This America When Ordering Speak English '' Although I 've read Geno 's say turn away customer poor English sign Some claim patriotism way patriotic offensive time It n't make sense The US country foreigners To sign correct read `` This America When Ordering Speak Insert Native American Dialect Here '' It 's sign make upset parent mostly My parent hard working blue collar Americans immigrated give better life And sign sad I see parent hard time ordering sent back link ordering correctly The cheese steak good But I honestly find taste Pat 's Jim 's better Regardless sign And right sign I right give patronage,1
2363,Only thing cool place lighted signs This place always ha shorter line Pat 's cheesesteak good It 's mean bad 's great Cheese fry great either Plus staff EXTREMELY rude racist sign posted wall discouraging immigrant others ca n't speak english Are friggin kidding parents/grandparents ancestor n't immigrant Italy Avoid place blows,1
2364,Definitely sub par Pat 's steaks I tried row thing Geno 's I wa wary start They sign posted everywhere saying `` English '' wa completely unnecessary rude There wa another sign around Geno 's table ca n't remember exact language basically stating Geno 's customer may sit In opinion wa need go length since Pat 's wa right across way neither signs even knowing people stop try The cheesesteak worth time I spent waiting line The bread wa correct Philly bread wa soft w/o falling apart meat Geno 's brag better quality wa chewy fried long strips This mean bite teeth wo n't always cut chewy meat properly end dragging large piece meat I much preferred meat Pat 's chop meat small piece fry oil I asked fried onion mine wa standard nothing special different served Pat 's I felt like may given le slice cheese I n't count I ca n't sure It could also easily chopped piece meat Pat 's melted absorbed cheese better long strip meat Geno 's Overall I think Pat 's pack bit flavor better texture Neither side particularly polite although wa somewhat understandable given long line,1
2365,Geno 's ... Oh mean giant bug light mess 9th Passayunk Skip much better cheesesteaks city The local n't go Pat 's Geno 's going go ... I vote Pat 's,1
2366,More 2.5 I rounded As I 'm sitting PHL eating philly cheesesteak shout-out Jet Rock Bar Grill terminal D I ca n't say I 'm deriving le satisfaction one I Geno 's The cheesesteak Geno 's mean NASTY c'mon supposed Philly 's best The rainbow colored neon sign saw block away showed promise Pat 's 've got ta work decor place look downright morbid compared Geno 's fluorescent faux-Vegas light like flying insect I wa inexplicably drawn sandwich left something desired Everything wa .. average Probably little bit bland side even I n't know I think I 'd rather cheesesteak Charley 's mall p.s Mean worker shady-lookin neighborhood,1
2367,I went Geno 's I wa vacation Philly night July 23rd year fry suck 're worst I 've ever cheesesteak wa good I 've much better cheesesteaks elsewhere worker 're nicer Pat 's I know lot people get offended `` This America Speak English '' sign 's ha nothing racism 's live United States 's main language speak annoys people immigrate U.S. make attempt learn language help lot learn english want speak native language 's choice english main language U.S. cents But place tourist trap I wo n't back,1
2368,ordered provolone pat whizz wanted compare ...... might backlash provolone feel like good steak california john philly grille even phillys best ..... id probably give 2.5 round experience,1
2369,This best Philadelphia Well 's best compare Pat 's provolone actually taste like cheese meat taste like came mammal Otherwise blows What 's local tradition squishy tasteless rolls bland overcooked peppers canned mushrooms Yack,1
2370,Better roll Pat 's ends You 'll find better steak elsewhere 've never Philadelphia try steak Geno 's Pat 's compare The fry whiz Geno 's pretty decent,1
2371,One Liner Yummy This one place must try .... exactly possible Food scale 0-4 Geno 's cheese steak famous try least Like cheese steak lovers I visited mecca cheese steaks Before I went I completed training `` order cheese steak '' I wa ready go `` Whiz wit `` cheese steak virgin mean `` cheese steak cheese whiz onion '' By time I walked window I decided test cheese steak nazi ordering non-compliant way I wa surprised I n't get yelled It may something person line I get rudely sent next window root beer though As soon I got cheese steak I opened munched minutes It wa good sandwich I must say wa better cheese I ever mall However n't mind blowing stretch I probably would n't take time visit unless I happen walk store The cost wa taxi fare get taxi fare get back I wa buck food Extras Scale 0-1 0.5 Service 0.1 The service wa fine unlike legendary rumor extra impatient rude services Decor 0.1 Who care Speed 0.2 Fast probably n't taste legendary I expected Dessert 0.1 The drinks ....... ok wa birch beer Prices 0.1 The price decent My score experience 2.6 stars After 's Geno 's serving food deserves round stars However I mentioned I would n't go unless I 'm walking right store Once enough,1
2372,Chances people genuinely enjoy place tourists I 've several times The first time wa nothing special second meat wa dry wa third fourth lady window attitude I told gave wrong kind cheese Tourists 're looking GOOD Philly cheesesteak I advise go elsewhere You 'll short disappointed,1
2373,serious famous cheesesteak house people talking unless like dry roastbeef substitute steak cardboard bread mean spot Ontop wa way pricey size definately quality Only cool thing place 's 24/7 Whoever wrote good review must 've came bar hella drunk cuz everything good 're drunk Oh word street whoever opened geno 's started `` Chicago '' making `` philly '' cheesesteaks,1
2374,The infamous cheesesteak goto place friend talk even food network Our first trip Philly like every tourist stop Pat 's We bought cheesesteak provolone onions The line wa bad But n't exciting Like reviewers I agree sandwich bland I wa expecting lot flavor juice bursting mouth I wa somewhat juicy meat needed washed soda But agree place wa better Pat 's Definitely place visit first timers I wish patio table though Parking n't bad either,1
2375,If 're looking McDonald 's equivalent cheesesteak place go The best part cheesesteak bread ketchup I went week back friend family His baby niece said best `` Bread pwweeeaaase '' The steak homogeneous taste like greasy sponge I really could n't taste `` meat '' `` cheese '' anything else matter If want go touristy place pay hefty buck something television program advertise famous come The steak n't worth though open 24h plus worthy star though You may also insulted refusal serve n't speak English,1
2376,Greasy ok Went business trip speak english hype time It 's located I consider sketchy part town probably ok south Philly standards,1
2377,I n't think 'll eat philly cheese steak ever It doe NOT look taste appetizing stomach definitely agree =T It 's good breakfast brunch lunch dinner late night desserts,1
2378,Went Geno 's well .. see time I wa told friend life Philly skip .. course ca n't Waiting line 25mins Ordered Steak Wit Provolone Meh That P.S It say CAUTION HOT SAUCE .. caution .. hot sauce I hot stuff life wa hot My eye watering mouth wa drooling nose wa runny But god I loved every second,1
2379,HOT sauce My still burning I banned Sheraton maid required hazmat suit clean bathroom Thanks Geno 's,1
2380,Hummmm I say 1st experience Infamous Geno 's Pat 's unfortunately ca n't speak one without speaking fault yall set way please note comment exact Pat 's yelp page Well wife arrive Philly 11ish wa first stop ..... 1st time Philly stop Infamous `` Tourist Trap Pat Geno 's I 'm starting think squash rivalry combine two ... 's like better ..... Ok I 'm getting ahead So find parking yes search near far park finding parking spot around Mulberry bush walked several block till found crossfire two PAT 'S GENO 'S ..... My wife I came game -plan would get Cheese Steaks Pat 's I would get one Geno 's would see 's best After standing line min piece met back middle street I overheard folk saying two place allow others food product respective areas A bunch nonsense ask ...... So middle street top mail box two Cheese Steaks sitting side side .... I take half Geno 's wife take half Pat 's bite half expecting thinking taste heaven ........... WOMP WOMP WOMP A total disappointment ..... In mind I wa thinking ... '' best Philly ha offer Philly may want rethink food want add name '' Pat 's Geno 's Had VERY bland Cheese Steaks hardly NO flavor either one Not enough Steak Very rude I customer owe something addition dollars I never met group individual well-known establishment treat look customer mad choose stop Bottom line .... coming Pat Geno 's wa worth trip ONLY say I food worth bragging even coming back I desperate need craving true Philly Cheese Steak Too conclude trip Philly hour later .... I called buddy mine Native Philly Residents informed spot North Philly called `` Paganos '' ..... stop way leaving Philly want know rest GOD SENT PLACE .... read page yelp.com/biz/paganos-ste…,1
2381,I wa told many people Philly skip Geno's/Pat 's tourist trap I could n't help The cab ride n't far I seen plae travel channel many time stop list The line long move pretty quickly I n't think service wa great ... half listened I said It looked clean food wa good The bread wa fresh steak wa quality n't taste good doused cheese I ultimately decided Geno 's opposed Pats I wanted chunk steak- shaved steak,1
2382,Geno 's win Pat 's vs. Geno 's War We tried Pat 's first Then Geno 's Geno 's clearly wins First 're nicer ordering wrap sandwich handy 're ordering go also nice grease n't drip side ruin clothes see Pat 's review-ahem Secondly sandwich better The bread softer 's much Pat 's really doughy I came steak bread I ordered Wiz without The steak wa great Wiz mixed perfectly whole thing wa piping hot sandwich Pat 's wa lukewarm My husband ordered exact sandwich place `` scientific '' I tried way Geno 's still win I ordered provolone Pat 's I hate cheese wiz decided try 's 's famous cheesesteak I say `` I get '' There something combination 's tasty Worth trip Philly taste Geno 's Loved,1
2383,Someone wrote `` sucks le Pat 's '' That sum really well Consider item least ONE HUNDRED TIMES CLEANER Pat 's,1
2384,When people ask better Geno 's Pat 's I tell Geno 's suck le Pats In opinion place tourist trap neither really good cheesesteak like one I wa growing Philly Actually getting hard find good cheesesteak anymore,1
2385,I 've Pat 's Tony Lukes It doe beat Pat 's much The difference I find Pat 's break meat Geno 's n't I 'm going get free speech racism bit much say want long n't treat customer like racist I n't care What really say place The cheese steak best Just remember order cheese first without onion ex `` whiz '' cheese steak cheeze wiz fried onions I wonder would order n't want cheese The onion perfectly cooked meat The bread awesome combined make perfect sub hero hoagie whatever want call NJ PA generally call sub,1
2386,If read thank teacher If read English thank Marine `` This America ... order English '' I saw giant sign Mumia Abu-Jamal first indication I approached counter But I told ignore pretend I n't supporting inherently thinly-veiled white-supremacist ideologies Food ha nothing politics racist dogma right I ordered sandwich tried let expectation human dignity -- fact I actually felt UNSAFE -- get way eating damn cheesesteak But alas The sandwich justify justify 7.50 minute waiting line It wa much BREAD wa neither toasted flavorful The meat wa bland despite visibly marbled fat wa little The provolone wa good screw bread cheese bread Onions lacked onion flavor textural addition though equally useless best Is really Philly pride I left feeling like I prostituted Never ever For future patron Geno 's educate linguistic prejudice first go Geno 's test much want vomit forcing eat sub-par sandwich I 'm personally ashamed To fair maybe I got shittier cheesesteak I 'm white,1
2387,Are people effin CRAZY This place 55/5 give anything lower It 's best damn cheesesteak period Yah I noticed sign outside store im sure owner racist mofo know make mean steak Im chat make small talk motherfucker im food If want best steaks goto place ... wan na chat socialist policy France owner go somewhere else,1
2388,So course past year I 've heard ton story Pat 's Geno 's Cheesesteak wars But I live West Coast I wa never able really see 's fuss After researching place quite time I arrived early afternoon pretty hungry The line n't long wait wa surprising I 'm complaining First thing I wa try accent attempting order Whiz Wit For n't know steak cheese whiz onions I knew I wa rookie cashier let slide I got cheesesteak headed get drink cheese fries Even though I read place n't get best reviews I decided come open mind much expectation due fact I n't want let like lot previous reviewers In opinion 's actually quite ridiculous high expectation place rate place horribly experience expected I know fact service wa friendly efficient Now enough blabbering onto food Naturally I wanted try Geno 's first simply I heard Pat 's wa originator I wanted save last The problem I food cheese fry tasted little soggy bland felt like wa premade sat around little The steak wa great changing thing change using whole slice beef rather cutting along fact meat wa nicely seasoned The bread wa nice fresh everything wa wrapped tidy way prevent mess juice go around Even though many place sit around friend I decided eat food car journey wa complete,1
2389,First time I went Philly I went Geno 's Pat 's middle night coworkers I n't remember Pat 's well Although cheesesteaks good gets Do n't remember ever better cheesesteak elsewhere If ca n't decide one go ... eat,1
2390,Pat 's vs. Geno 's Pat 's FTW I ordered cheeesesteak mushroom cheese whiz The cheese whiz wa ok definitnely favorite mushroom even sauteed cooked well I think made sandwich tasty Pat 's And man RUDE friend sat ordered Pat 's soda cup hand got yelled move The nerve They use people trying BOTH place sicne within step Will I come back Only Pat 's closed I guess ... shrugs maybe go,1
2391,I came Va family try two famouse place n r disappointed taste really bad nothing special,1
2392,Horrible All hype nothing .... Just another tourist spot ... worth trip The bread wa hard meat dry nasty ..... Really worth There better philly cheesesteaks closer downtown philly Go instead,1
2393,Joey Vento served steak simply OVER RATED cleaner Pat 's ... however neither delicious believe tourist trap ..,1
2394,Totally overrated Lamest cheesteak I ever My friend summed well said `` wow paid buck school lunch sandwich '' Then noted think may actually better 'cheesesteaks school lunch actually -The bread wa Not toasted soft anything nice -The meat wa pretty bland worst thing got wasnt even hot juicy anything In mind wa expecting hot juicy steak I got wa looked like steakums slice didnt much flavor -I opted provolone cheese The cheese I got wasnt melty either n't lot -The fried onion didnt seem fried really Again tasty seemed like got clear simply near something hot long enough rather really fried wa .. didnt get anything else sandwich I mean perhaps thats philly I dont know I know got WAY better philly cheesesteaks korean deli across street office virginia place And sign stuff kinda obnoxious place Geno despite italian apparently hate immigrants .. But least sarah palin apparently loved cheesesteak ... Dont waste time coming,1
2395,Though I made point walk ten block landmark deep heart Italian quarter city certainly wa worth walk freezing cold Geno 's ha around ten decades philadelphia tradition tourist I I try infamous Philly Cheesesteak Well place cut dry You choice cheesesteak cheese without curly curly fries soft drink The ribeye humble opinion wa greasy tasted bland basically tasted like day old grease wa fried along greasy greasy onions I use ketchup liberally choke half well wa hungy perhaps wa able eat half seating inside advisably would go cold steaming hot outside The table covered photograph celebrities famous personage past present patron Geno 's Perhaps 's due used southwestern style cooking lot flavor spice I wa quite taken perhaps everybody line around block eat wrong I one ha tastebuds,1
2396,Worst steak I 've Philly Can understand anyone like place The folk behind counter unfriendly best right rude normal conditions Food-wise steak wa bland No salt/pepper Cheese wa like plastic Way priced soggy bland food A real let I took wife wa new Philly tourist treat sorely disappointed The best steak I 've thus far unknown joint Somerset Broad `` Broad Street Steaks '' So good 'll hurt Leave guy rude way get real steak place else,1
2397,So like tourist I could n't help Philly cheese steak challenge I walked Chinatown Pat 's Geno 's hungry aching foot got one two three line I 'll explain First note location take cash probably able get table We got Philly cheese steak onion whiz since I wa impression wa true Philly cheese steak We decided Pat 's first due fact line appeared shorter moving faster haha shorter It took thirty minute get line ready observed sign said order cash ready step first window order Pat 's Philly realize another separate line ordering soda 's fries I promptly ran boyfriend waited sandwich two line minutes We walked crossed street ate sandwich street like animals My first thought upon eating cheese steak wa I 've made better one home The meat lacked flavor I felt n't enough whiz strange since whiz actually make sick ... taking yelp team today though So hungry realizing stopped making home whiz make sick stumble crossed street Geno 's consistency 's sake ordered sub waiting another minute line Geno 's cooking area open public waited watched worker make sub surprisingly clean kitchen They cranked When ordering note Geno 's guy said thanks seemed better mood Geno 's meat people noted sliced rather shredded I think made taster Though wa gawdy get Geno 's opinion produced better sub The bread seemed though boyfriend thought Pat 's bread wa better le bready I also felt Geno 's wa better cheese meat ratio cheesier meat tasted wa seasoned better quality meat But completed challenge I would n't go back either,1
2398,This review cover Pat 's Geno 's 's posted pages So reason crazy friend Elliott friend Bill decided drive Richmond VA house oh probably hours Saturday morning go Philadelphia cheesesteaks Why To put ages-old debate Pat 's King Steaks Geno 's Steaks rest ... Not debate ever really die ... We ended hitting Pat 's first trekking city return Geno 's heading home Got ta work calories yanno In end came pretty much conclusion Overall Pat 's really King Steaks Geno 's decor wa overwhelming gaudy We find giant picture cheesesteak surrounded flashing neon light roof particularly endearing certainly add flavor sandwiches The bright neon orange slathered every possible paintable surface help either I greatly preferred appreciated understated unassuming simplicity decor lack thereof found Pat 's They still looked like original Pepsi sign name We also taunted year old walking Geno 's cup minding business sitting curb eating steaks None u appreciated blatant politics Geno 's either For unaware controversy year ago Geno 's wa sued sign window said `` This America Speak English ordering '' ... While I acknowledge right whatever sign broadcasting whatever politics ascribe I find hypocrisy Italian heritage coupled obvious prejudice quite distasteful On actual food The roll place exactly More bread meat first bite bread The onion Pat 's actually fried caramelized color flavor I like onion cheesesteak Geno 's onion seemed lightly fried incidental contact They still crunchy almost fresh Not I mind fresh onions fried onion n't supposed fresh-onion zing They 're supposed fried The cheese I could barely taste cheese Geno 's I opted provolone companion opted orange cheese-snot product called Cheez-Whiz Pat 's wa generous provolone steak wa hot enough actually melt I wa able sink teeth Initially companion complain Whiz oozing sandwich onto paper eating Geno 's realized enough Whiz taste much le ooze sandwich wa blessing curse Finally steak This one point give Geno 's Pat 's steak wa shredded less really way every cheesesteak I 've I complaint shredded steak however Geno 's steak wa sliced actually maintained classic `` steak '' texture reminiscent roast beef typical cheesesteak This really style cheesesteak quality Though Geno 's sliced style wa bit tastier n't I think I think true Philly Cheesesteak All I prefer cheesesteak experience I found Pat 's King Steaks The fry delicious though I n't try fry Geno 's I suspect 're line moved faster onion n't overwhelming added sandwich cheese wa tastier meltier whole experienced oozed real authentic Philadelphia culture If want taste Philadelphia really I 'd recommend Pat 's King Steaks,1
2399,Have done taste test pat twice I would say meat far lean bread rock direct competitors Always line though good reason course,1
2400,tourist spot go 're philly 're giving place good review shame aside racist a-hole owning place food sub-par could better steak buying amoroso 's getting frozen steak em acme,1
2401,Geno 's ha different kind philly cheesesteak Their meat sliced different way includes fat see marbles therefore increasing taste The idiot tourists/yuppies tell go Pat 's find `` Pat 's cheese steak '' anywhere city everyone copied way Pat 's If I wanted normal run-of-the-mill Philly cheesesteak I n't think I need bike 9th Passyunk deal gross countertop even disgusting people work Pat 's plus 's cheaper I get Pat 's cheese steak walking around corner But Geno 's cheese steak trip Plus 's cleaner Real Philly native choose Geno 's Pat 's tourist yuppies,1
2402,Do n't I 'm warning Stay away bright light So many people go like bug attracted bug zapper end regretting end I lived Philly year tried touristy place like Pats Jims Tony Luke 's well many local places almost better Geno 's It may 're right across street Pats one best cheese-steak place ever steak sub-par stay least The meat flavorless nothing get excited Now go across street old shack get real cheese-steak Stay away Geno 's You 've warned,1
2403,Pat 's cheesesteaks best reason leave Geno 's line Lol Geno 's line may shorter reason My bf I tried Geno 's first suspected Pat 's would better right Geno 's steak dry chewy bun wa practically empty There wa seasoning flavor meat Pat 's cheesesteak wa far superior It ha meat seasoning meat whiz well steal deal It wa hot fast line flies You hit Pat 's order `` wit whiz '' youll satisfied I cant wait get back,1
2404,This place creeped hostile sinage food n't even great If 're neighborhood go across street Pat 's,1
